prompt_id,cluster_id,model_key,n_budget,bon_score,mean_latency_sec
889,8,junior,3,0.8248093182992032,0.3948689494088869
889,8,junior,5,0.6826299015690334,0.39234000433294314
399,8,junior,1,0.5751473608940513,0.423338723761131
399,8,junior,3,0.8254019401756406,0.40197292988559363
399,8,junior,5,0.842774023728677,0.3858889377906299
897,8,junior,1,0.6994938227453237,0.2961279217933045
897,8,junior,3,0.7072084187703339,0.4287175506658407
897,8,junior,5,0.7579482099802304,0.3813986961936871
545,8,junior,1,0.5130792799552555,0.45051902172712766
545,8,junior,3,0.6708020760501081,0.3135929180642516
545,8,junior,5,0.7267491402354233,0.4123856295861902
1017,8,junior,1,0.5084033072052642,0.39420257979910667
1017,8,junior,3,0.7374640202511586,0.36690736422083203
1017,8,junior,5,0.8440012816473141,0.4060141038573839
822,8,junior,1,0.6393697689389112,0.32819268121442136
822,8,junior,3,0.8880264125206954,0.44625774958390724
822,8,junior,5,0.8388303725747495,0.3405063098370964
721,8,junior,1,0.4823004861541469,0.3428610171556722
721,8,junior,3,0.7782105955558039,0.419158619099737
721,8,junior,5,0.7866933061771587,0.44861512517922914
499,8,junior,1,0.6195202900084,0.48223216863980284
499,8,junior,3,0.7848231193964778,0.3689805343327077
499,8,junior,5,0.81168818856293,0.3653967241429067
989,9,junior,1,0.8368403055666769,0.400749959314435
989,9,junior,3,0.7370532443504786,0.38434655067218443
989,9,junior,5,0.8167556237521252,0.39893393291519297
1106,9,junior,1,0.6936335405705979,0.4712040772106399
1106,9,junior,3,0.853982972513186,0.37806555871894904
1106,9,junior,5,0.8464880713539598,0.39287124215806907
3,9,junior,1,0.5634296497247794,0.4702119225517962
3,9,junior,3,0.7475067934171047,0.39543905126471374
3,9,junior,5,0.8527969257582138,0.3852688674880601
1108,9,junior,1,0.44246876069507624,0.3275787011285671
1108,9,junior,3,0.773592683103284,0.3915507127333903
1108,9,junior,5,0.8870626037301474,0.4226208502465843
251,9,junior,1,0.4485240506814148,0.5251628229722268
251,9,junior,3,0.891865301068537,0.4000215684480346
251,9,junior,5,0.7944189238758983,0.3892594716252624
938,9,junior,1,0.3954270213309267,0.4548262972831352
938,9,junior,3,0.6449642978900814,0.47127009688440963
938,9,junior,5,0.8737906467206423,0.42083408414991236
437,9,junior,1,0.5363004510557542,0.44073587740355674
437,9,junior,3,0.6675768784885827,0.3913602488640606
437,9,junior,5,0.906269704996067,0.3552994890660458
370,9,junior,1,0.5677750106268031,0.3684472194462878
370,9,junior,3,0.8405808932305996,0.40908206223992377
370,9,junior,5,0.9274493980240703,0.3586591615739153
580,9,junior,1,0.4936052511941757,0.46635402546143856
580,9,junior,3,0.6737672687321529,0.40247123885851255
580,9,junior,5,0.9380887657856898,0.4113100600996777
1125,9,junior,1,0.5401154798760694,0.4117289038931975
1125,9,junior,3,0.8645474484387669,0.37171597588685984
1125,9,junior,5,0.795017239456365,0.3943764004787531
691,9,junior,1,0.5422778954776954,0.36355873400726735
691,9,junior,3,0.7983144336262017,0.38136075320938795
691,9,junior,5,0.9381872632880983,0.4465665158643651
309,9,junior,1,0.5792715482141854,0.3227015429521878
309,9,junior,3,0.8187239216711707,0.39344762664743965
309,9,junior,5,0.9162409936935765,0.37365476232834743
930,9,junior,1,0.5123699275075004,0.46532617925300035
930,9,junior,3,0.8495900983441222,0.4108577516046781
930,9,junior,5,0.7161696402931584,0.37724941862947425
377,9,junior,1,0.4215415734300031,0.35697903105232387
377,9,junior,3,0.7984961685930955,0.400515179023256
377,9,junior,5,0.7774365074735842,0.39494660634244105
768,9,junior,1,0.49646832874323416,0.429771951241799
768,9,junior,3,0.6550523781337338,0.46524309275732706
768,9,junior,5,0.7609678381870671,0.4017755666148446
772,9,junior,1,0.46232262187881557,0.4732492779287829
772,9,junior,3,0.7074042971194734,0.40798347677493046
772,9,junior,5,0.9177344250597653,0.3532781081685235
169,9,junior,1,0.4448690088360656,0.29009906516763845
169,9,junior,3,0.869445579047727,0.46503405604854153
169,9,junior,5,0.8560439350565437,0.3998560782586903
445,9,junior,1,0.6966540859278604,0.441223947751535
445,9,junior,3,0.9110168840252535,0.3664227924084154
445,9,junior,5,0.8304030132947832,0.3853376167439199
1027,9,junior,1,0.555166097685108,0.4575031491905226
1027,9,junior,3,0.7910596027242057,0.43055464715398695
1027,9,junior,5,0.9234209315451063,0.38439733021160544
296,9,junior,1,0.42771049804444367,0.5152220501286557
296,9,junior,3,0.7838196295109673,0.3616410249501947
296,9,junior,5,0.8255878782834829,0.4450711359044128
432,0,senior,1,0.7640445274275407,1.5775374185175601
432,0,senior,3,0.7640445274275407,1.5775374185175601
432,0,senior,5,0.7640445274275407,1.5775374185175601
571,0,senior,1,0.8000341409478742,2.3534492658622
571,0,senior,3,0.8000341409478742,2.3534492658622
571,0,senior,5,0.8000341409478742,2.3534492658622
291,0,senior,1,0.7604550309166224,2.011175100413494
291,0,senior,3,0.7604550309166224,2.011175100413494
291,0,senior,5,0.7604550309166224,2.011175100413494
364,0,senior,1,0.8540992404624972,1.5894397045201576
364,0,senior,3,0.8540992404624972,1.5894397045201576
364,0,senior,5,0.8540992404624972,1.5894397045201576
929,0,senior,1,0.7792393116047365,1.4356144228810863
929,0,senior,3,0.7792393116047365,1.4356144228810863
929,0,senior,5,0.7792393116047365,1.4356144228810863
619,0,senior,1,0.8055686300920026,1.8091874009895026
619,0,senior,3,0.8055686300920026,1.8091874009895026
619,0,senior,5,0.8055686300920026,1.8091874009895026
1050,0,senior,1,0.8197909890547962,1.751644813045638
1050,0,senior,3,0.8197909890547962,1.751644813045638
1050,0,senior,5,0.8197909890547962,1.751644813045638
459,0,senior,1,0.8367318772729665,1.9870710540708092
459,0,senior,3,0.8367318772729665,1.9870710540708092
459,0,senior,5,0.8367318772729665,1.9870710540708092
362,0,senior,1,0.7857922451035602,1.5338329716596868
362,0,senior,3,0.7857922451035602,1.5338329716596868
362,0,senior,5,0.7857922451035602,1.5338329716596868
119,0,senior,1,0.8447323593786936,2.1225859727067733
119,0,senior,3,0.8447323593786936,2.1225859727067733
119,0,senior,5,0.8447323593786936,2.1225859727067733
646,0,senior,1,0.8175739950176101,1.4293279481001129
646,0,senior,3,0.8175739950176101,1.4293279481001129
646,0,senior,5,0.8175739950176101,1.4293279481001129
239,0,senior,1,0.8023467451030185,1.2658791826688014
239,0,senior,3,0.8023467451030185,1.2658791826688014
239,0,senior,5,0.8023467451030185,1.2658791826688014
861,0,senior,1,0.7526053641365508,2.3123970945214136
861,0,senior,3,0.7526053641365508,2.3123970945214136
861,0,senior,5,0.7526053641365508,2.3123970945214136
784,0,senior,1,0.838201489078643,1.5747327777172728
784,0,senior,3,0.838201489078643,1.5747327777172728
784,0,senior,5,0.838201489078643,1.5747327777172728
560,0,senior,1,0.7683622485057481,1.3834435908933957
560,0,senior,3,0.7683622485057481,1.3834435908933957
560,0,senior,5,0.7683622485057481,1.3834435908933957
653,0,senior,1,0.7682857076155298,1.9610391071470732
653,0,senior,3,0.7682857076155298,1.9610391071470732
653,0,senior,5,0.7682857076155298,1.9610391071470732
20,0,senior,1,0.8372092855157518,1.7362881034530377
20,0,senior,3,0.8372092855157518,1.7362881034530377
20,0,senior,5,0.8372092855157518,1.7362881034530377
241,0,senior,1,0.8133409198147702,1.9138174425548715
241,0,senior,3,0.8133409198147702,1.9138174425548715
241,0,senior,5,0.8133409198147702,1.9138174425548715
176,0,senior,1,0.8185030557634478,1.7084369845970895
176,0,senior,3,0.8185030557634478,1.7084369845970895
176,0,senior,5,0.8185030557634478,1.7084369845970895
1013,0,senior,1,0.8228902804962893,1.7665921763730656
1013,0,senior,3,0.8228902804962893,1.7665921763730656
1013,0,senior,5,0.8228902804962893,1.7665921763730656
820,1,senior,1,0.7908715512810229,1.665828353218146
820,1,senior,3,0.7908715512810229,1.665828353218146
820,1,senior,5,0.7908715512810229,1.665828353218146
303,1,senior,1,0.7982496194996882,1.5327113960109564
303,1,senior,3,0.7982496194996882,1.5327113960109564
303,1,senior,5,0.7982496194996882,1.5327113960109564
1112,1,senior,1,0.7442976774919003,1.581029766820212
1112,1,senior,3,0.7442976774919003,1.581029766820212
1112,1,senior,5,0.7442976774919003,1.581029766820212
791,1,senior,1,0.810636988792883,1.869838509920955
791,1,senior,3,0.810636988792883,1.869838509920955
791,1,senior,5,0.810636988792883,1.869838509920955
975,1,senior,1,0.7784437215212451,2.0113759084361145
975,1,senior,3,0.7784437215212451,2.0113759084361145
975,1,senior,5,0.7784437215212451,2.0113759084361145
856,1,senior,1,0.8275398786136832,1.910174268645924
856,1,senior,3,0.8275398786136832,1.910174268645924
856,1,senior,5,0.8275398786136832,1.910174268645924
414,1,senior,1,0.758717315859893,1.9200889281145306
414,1,senior,3,0.758717315859893,1.9200889281145306
414,1,senior,5,0.758717315859893,1.9200889281145306
638,1,senior,1,0.8182070148027332,1.840328140213221
638,1,senior,3,0.8182070148027332,1.840328140213221
638,1,senior,5,0.8182070148027332,1.840328140213221
1115,1,senior,1,0.6956761170814458,1.8019381860651444
1115,1,senior,3,0.6956761170814458,1.8019381860651444
1115,1,senior,5,0.6956761170814458,1.8019381860651444
503,1,senior,1,0.9106265519698622,1.8433321984728397
503,1,senior,3,0.9106265519698622,1.8433321984728397
503,1,senior,5,0.9106265519698622,1.8433321984728397
19,1,senior,1,0.763596145107234,1.7027893974356147
19,1,senior,3,0.763596145107234,1.7027893974356147
19,1,senior,5,0.763596145107234,1.7027893974356147
1040,1,senior,1,0.8156189105233286,1.9008041111220775
1040,1,senior,3,0.8156189105233286,1.9008041111220775
1040,1,senior,5,0.8156189105233286,1.9008041111220775
449,1,senior,1,0.7371065922045557,2.1220384946624318
449,1,senior,3,0.7371065922045557,2.1220384946624318
449,1,senior,5,0.7371065922045557,2.1220384946624318
981,1,senior,1,0.8295211030625732,1.997472668195248
981,1,senior,3,0.8295211030625732,1.997472668195248
981,1,senior,5,0.8295211030625732,1.997472668195248
858,1,senior,1,0.8169343658960846,1.7616204350260527
858,1,senior,3,0.8169343658960846,1.7616204350260527
858,1,senior,5,0.8169343658960846,1.7616204350260527
294,1,senior,1,0.8436157690014225,2.0779535200315564
294,1,senior,3,0.8436157690014225,2.0779535200315564
294,1,senior,5,0.8436157690014225,2.0779535200315564
944,1,senior,1,0.8410079093377743,1.4913847857400933
944,1,senior,3,0.8410079093377743,1.4913847857400933
944,1,senior,5,0.8410079093377743,1.4913847857400933
150,1,senior,1,0.8036437049007759,1.78253407664122
150,1,senior,3,0.8036437049007759,1.78253407664122
150,1,senior,5,0.8036437049007759,1.78253407664122
654,1,senior,1,0.7924878505600871,1.8197631875704576
654,1,senior,3,0.7924878505600871,1.8197631875704576
654,1,senior,5,0.7924878505600871,1.8197631875704576
191,1,senior,1,0.7958141020075394,2.1217610242189076
191,1,senior,3,0.7958141020075394,2.1217610242189076
191,1,senior,5,0.7958141020075394,2.1217610242189076
71,2,senior,1,0.7803235072015136,1.4977225453365444
71,2,senior,3,0.7803235072015136,1.4977225453365444
71,2,senior,5,0.7803235072015136,1.4977225453365444
841,2,senior,1,0.8614607392148526,1.8482475735388284
841,2,senior,3,0.8614607392148526,1.8482475735388284
841,2,senior,5,0.8614607392148526,1.8482475735388284
222,2,senior,1,0.7574732360626478,1.962835564936185
222,2,senior,3,0.7574732360626478,1.962835564936185
222,2,senior,5,0.7574732360626478,1.962835564936185
8,2,senior,1,0.8132387655488991,2.4710012775033006
8,2,senior,3,0.8132387655488991,2.4710012775033006
8,2,senior,5,0.8132387655488991,2.4710012775033006
305,2,senior,1,0.7924142783211385,2.144355499259734
305,2,senior,3,0.7924142783211385,2.144355499259734
305,2,senior,5,0.7924142783211385,2.144355499259734
707,2,senior,1,0.8419734252259203,1.9440069960704713
707,2,senior,3,0.8419734252259203,1.9440069960704713
707,2,senior,5,0.8419734252259203,1.9440069960704713
127,2,senior,1,0.8528684152689113,2.128912572173649
127,2,senior,3,0.8528684152689113,2.128912572173649
127,2,senior,5,0.8528684152689113,2.128912572173649
424,2,senior,1,0.7842456634402946,2.035493190019704
424,2,senior,3,0.7842456634402946,2.035493190019704
424,2,senior,5,0.7842456634402946,2.035493190019704
140,2,senior,1,0.8166303755162099,1.6456285686718635
140,2,senior,3,0.8166303755162099,1.6456285686718635
140,2,senior,5,0.8166303755162099,1.6456285686718635
734,2,senior,1,0.7888639649611697,2.0519445795320888
734,2,senior,3,0.7888639649611697,2.0519445795320888
734,2,senior,5,0.7888639649611697,2.0519445795320888
644,2,senior,1,0.872630837274309,2.0875964307428845
644,2,senior,3,0.872630837274309,2.0875964307428845
644,2,senior,5,0.872630837274309,2.0875964307428845
354,2,senior,1,0.758153964810186,1.5525933518501767
354,2,senior,3,0.758153964810186,1.5525933518501767
354,2,senior,5,0.758153964810186,1.5525933518501767
123,2,senior,1,0.8153806334094599,1.7620987340955592
123,2,senior,3,0.8153806334094599,1.7620987340955592
123,2,senior,5,0.8153806334094599,1.7620987340955592
615,2,senior,1,0.8676101339433573,1.6583669062828963
615,2,senior,3,0.8676101339433573,1.6583669062828963
615,2,senior,5,0.8676101339433573,1.6583669062828963
72,2,senior,1,0.801972352412037,1.914498052609982
72,2,senior,3,0.801972352412037,1.914498052609982
72,2,senior,5,0.801972352412037,1.914498052609982
253,2,senior,1,0.7342092091786246,1.4123044285554975
253,2,senior,3,0.7342092091786246,1.4123044285554975
253,2,senior,5,0.7342092091786246,1.4123044285554975
756,2,senior,1,0.6933702186922582,1.8758724975760876
756,2,senior,3,0.6933702186922582,1.8758724975760876
756,2,senior,5,0.6933702186922582,1.8758724975760876
672,2,senior,1,0.7920923077813841,2.0734121006038997
672,2,senior,3,0.7920923077813841,2.0734121006038997
672,2,senior,5,0.7920923077813841,2.0734121006038997
400,2,senior,1,0.9153958125308056,2.675635101790578
400,2,senior,3,0.9153958125308056,2.675635101790578
400,2,senior,5,0.9153958125308056,2.675635101790578
496,2,senior,1,0.7946831498734342,1.7510087513031705
496,2,senior,3,0.7946831498734342,1.7510087513031705
496,2,senior,5,0.7946831498734342,1.7510087513031705
1049,3,senior,1,0.8851586304959019,2.068807008780548
1049,3,senior,3,0.8851586304959019,2.068807008780548
1049,3,senior,5,0.8851586304959019,2.068807008780548
385,3,senior,1,0.7106812267322657,1.3577321544922754
385,3,senior,3,0.7106812267322657,1.3577321544922754
385,3,senior,5,0.7106812267322657,1.3577321544922754
892,3,senior,1,0.8291368791586933,1.632050602500317
892,3,senior,3,0.8291368791586933,1.632050602500317
892,3,senior,5,0.8291368791586933,1.632050602500317
955,3,senior,1,0.8534885727491925,1.9341558694370513
955,3,senior,3,0.8534885727491925,1.9341558694370513
955,3,senior,5,0.8534885727491925,1.9341558694370513
759,3,senior,1,0.6841928068515561,1.4760816673413668
759,3,senior,3,0.6841928068515561,1.4760816673413668
759,3,senior,5,0.6841928068515561,1.4760816673413668
317,3,senior,1,0.7585901863517384,2.0316638327315792
317,3,senior,3,0.7585901863517384,2.0316638327315792
317,3,senior,5,0.7585901863517384,2.0316638327315792
1105,3,senior,1,0.8072531872979691,1.2550082766150679
1105,3,senior,3,0.8072531872979691,1.2550082766150679
1105,3,senior,5,0.8072531872979691,1.2550082766150679
806,3,senior,1,0.7938971433939361,2.014157435819043
806,3,senior,3,0.7938971433939361,2.014157435819043
806,3,senior,5,0.7938971433939361,2.014157435819043
813,3,senior,1,0.7920318883927047,1.676380935730728
813,3,senior,3,0.7920318883927047,1.676380935730728
813,3,senior,5,0.7920318883927047,1.676380935730728
384,3,senior,1,0.7325976444029917,1.6999426541517886
384,3,senior,3,0.7325976444029917,1.6999426541517886
384,3,senior,5,0.7325976444029917,1.6999426541517886
698,3,senior,1,0.8260639952506907,1.6070362172125834
698,3,senior,3,0.8260639952506907,1.6070362172125834
698,3,senior,5,0.8260639952506907,1.6070362172125834
867,3,senior,1,0.8084029902983411,1.886853206171655
867,3,senior,3,0.8084029902983411,1.886853206171655
867,3,senior,5,0.8084029902983411,1.886853206171655
948,3,senior,1,0.7909248418932167,1.5313099098995875
948,3,senior,3,0.7909248418932167,1.5313099098995875
948,3,senior,5,0.7909248418932167,1.5313099098995875
1114,3,senior,1,0.8089238331942695,1.2121924374604292
1114,3,senior,3,0.8089238331942695,1.2121924374604292
1114,3,senior,5,0.8089238331942695,1.2121924374604292
962,3,senior,1,0.7262933933978948,2.185791581109663
962,3,senior,3,0.7262933933978948,2.185791581109663
962,3,senior,5,0.7262933933978948,2.185791581109663
792,3,senior,1,0.8164553389355065,1.6417995282042062
792,3,senior,3,0.8164553389355065,1.6417995282042062
792,3,senior,5,0.8164553389355065,1.6417995282042062
480,3,senior,1,0.7775887691849925,2.1382675112954206
480,3,senior,3,0.7775887691849925,2.1382675112954206
480,3,senior,5,0.7775887691849925,2.1382675112954206
832,3,senior,1,0.7015538428791959,1.6130924110982081
832,3,senior,3,0.7015538428791959,1.6130924110982081
832,3,senior,5,0.7015538428791959,1.6130924110982081
1069,3,senior,1,0.9021038020071872,1.8279282949131888
1069,3,senior,3,0.9021038020071872,1.8279282949131888
1069,3,senior,5,0.9021038020071872,1.8279282949131888
859,3,senior,1,0.7988860510408143,1.8748867847304624
859,3,senior,3,0.7988860510408143,1.8748867847304624
859,3,senior,5,0.7988860510408143,1.8748867847304624
578,4,senior,1,0.7994453998025699,1.8869622239070862
578,4,senior,3,0.7994453998025699,1.8869622239070862
578,4,senior,5,0.7994453998025699,1.8869622239070862
353,4,senior,1,0.8411639957838853,1.580486119489765
353,4,senior,3,0.8411639957838853,1.580486119489765
353,4,senior,5,0.8411639957838853,1.580486119489765
804,4,senior,1,0.8008806625966829,1.8609556112401737
804,4,senior,3,0.8008806625966829,1.8609556112401737
804,4,senior,5,0.8008806625966829,1.8609556112401737
971,4,senior,1,0.865175396596738,1.5366511726348726
971,4,senior,3,0.865175396596738,1.5366511726348726
971,4,senior,5,0.865175396596738,1.5366511726348726
1,4,senior,1,0.772353958131635,1.9794697412399398
1,4,senior,3,0.772353958131635,1.9794697412399398
1,4,senior,5,0.772353958131635,1.9794697412399398
395,4,senior,1,0.7751214580807397,2.070492710494123
395,4,senior,3,0.7751214580807397,2.070492710494123
395,4,senior,5,0.7751214580807397,2.070492710494123
559,4,senior,1,0.7620148441259857,1.58885905702202
559,4,senior,3,0.7620148441259857,1.58885905702202
559,4,senior,5,0.7620148441259857,1.58885905702202
927,4,senior,1,0.8235771190209104,1.3218114906662155
927,4,senior,3,0.8235771190209104,1.3218114906662155
927,4,senior,5,0.8235771190209104,1.3218114906662155
175,4,senior,1,0.738577808436712,1.3055908828486456
175,4,senior,3,0.738577808436712,1.3055908828486456
175,4,senior,5,0.738577808436712,1.3055908828486456
629,4,senior,1,0.7956965153604554,1.239591237548796
629,4,senior,3,0.7956965153604554,1.239591237548796
629,4,senior,5,0.7956965153604554,1.239591237548796
1070,4,senior,1,0.7836651893406819,1.7594134757265947
1070,4,senior,3,0.7836651893406819,1.7594134757265947
1070,4,senior,5,0.7836651893406819,1.7594134757265947
553,4,senior,1,0.741388312328168,1.5185040224389446
553,4,senior,3,0.741388312328168,1.5185040224389446
553,4,senior,5,0.741388312328168,1.5185040224389446
1141,4,senior,1,0.7724724034145757,1.9253798631575751
1141,4,senior,3,0.7724724034145757,1.9253798631575751
1141,4,senior,5,0.7724724034145757,1.9253798631575751
883,4,senior,1,0.7557375656937889,1.8854167468147591
883,4,senior,3,0.7557375656937889,1.8854167468147591
883,4,senior,5,0.7557375656937889,1.8854167468147591
230,4,senior,1,0.8651639018658033,1.8488869405481922
230,4,senior,3,0.8651639018658033,1.8488869405481922
230,4,senior,5,0.8651639018658033,1.8488869405481922
139,4,senior,1,0.7793793090891761,1.9582647661060515
139,4,senior,3,0.7793793090891761,1.9582647661060515
139,4,senior,5,0.7793793090891761,1.9582647661060515
302,4,senior,1,0.7879667412734894,1.8694437219961004
302,4,senior,3,0.7879667412734894,1.8694437219961004
302,4,senior,5,0.7879667412734894,1.8694437219961004
425,4,senior,1,0.7837194473925748,1.8021276498675767
425,4,senior,3,0.7837194473925748,1.8021276498675767
425,4,senior,5,0.7837194473925748,1.8021276498675767
675,4,senior,1,0.8106046676537088,1.7556294944109445
675,4,senior,3,0.8106046676537088,1.7556294944109445
675,4,senior,5,0.8106046676537088,1.7556294944109445
907,4,senior,1,0.7492060586505012,1.5317931511128733
907,4,senior,3,0.7492060586505012,1.5317931511128733
907,4,senior,5,0.7492060586505012,1.5317931511128733
430,5,senior,1,0.7199864447748145,1.425093510465573
430,5,senior,3,0.7199864447748145,1.425093510465573
430,5,senior,5,0.7199864447748145,1.425093510465573
285,5,senior,1,0.8079731253402065,1.4713336731004705
285,5,senior,3,0.8079731253402065,1.4713336731004705
285,5,senior,5,0.8079731253402065,1.4713336731004705
98,5,senior,1,0.8256807232115548,1.5589473708171913
98,5,senior,3,0.8256807232115548,1.5589473708171913
98,5,senior,5,0.8256807232115548,1.5589473708171913
203,5,senior,1,0.7015747893280974,1.8093727121631917
203,5,senior,3,0.7015747893280974,1.8093727121631917
203,5,senior,5,0.7015747893280974,1.8093727121631917
807,5,senior,1,0.8405399322795856,1.9768434077398562
807,5,senior,3,0.8405399322795856,1.9768434077398562
807,5,senior,5,0.8405399322795856,1.9768434077398562
444,5,senior,1,0.8210095771447496,1.5316570777945895
444,5,senior,3,0.8210095771447496,1.5316570777945895
444,5,senior,5,0.8210095771447496,1.5316570777945895
517,5,senior,1,0.8048835188374168,1.5687454758995163
517,5,senior,3,0.8048835188374168,1.5687454758995163
517,5,senior,5,0.8048835188374168,1.5687454758995163
835,5,senior,1,0.7103446773732712,1.4585854301221592
835,5,senior,3,0.7103446773732712,1.4585854301221592
835,5,senior,5,0.7103446773732712,1.4585854301221592
607,5,senior,1,0.7938135526862582,1.6966393588044986
607,5,senior,3,0.7938135526862582,1.6966393588044986
607,5,senior,5,0.7938135526862582,1.6966393588044986
172,5,senior,1,0.7407984720888721,1.692626482724057
172,5,senior,3,0.7407984720888721,1.692626482724057
172,5,senior,5,0.7407984720888721,1.692626482724057
749,5,senior,1,0.8134647376290367,1.692027253224593
749,5,senior,3,0.8134647376290367,1.692027253224593
749,5,senior,5,0.8134647376290367,1.692027253224593
186,5,senior,1,0.8091250515299607,1.7878788818669151
186,5,senior,3,0.8091250515299607,1.7878788818669151
186,5,senior,5,0.8091250515299607,1.7878788818669151
488,5,senior,1,0.858585895735808,1.6190688958773571
488,5,senior,3,0.858585895735808,1.6190688958773571
488,5,senior,5,0.858585895735808,1.6190688958773571
64,5,senior,1,0.8243780148543359,1.4824331991302093
64,5,senior,3,0.8243780148543359,1.4824331991302093
64,5,senior,5,0.8243780148543359,1.4824331991302093
769,5,senior,1,0.8240454046374448,2.1191105950991895
769,5,senior,3,0.8240454046374448,2.1191105950991895
769,5,senior,5,0.8240454046374448,2.1191105950991895
1018,5,senior,1,0.773585147666851,1.745318458692496
1018,5,senior,3,0.773585147666851,1.745318458692496
1018,5,senior,5,0.773585147666851,1.745318458692496
256,5,senior,1,0.7288512537369164,2.0797436657824893
256,5,senior,3,0.7288512537369164,2.0797436657824893
256,5,senior,5,0.7288512537369164,2.0797436657824893
604,5,senior,1,0.780122111725414,1.5380664496974963
604,5,senior,3,0.780122111725414,1.5380664496974963
604,5,senior,5,0.780122111725414,1.5380664496974963
1151,5,senior,1,0.8189883818020448,2.1341665145282396
1151,5,senior,3,0.8189883818020448,2.1341665145282396
1151,5,senior,5,0.8189883818020448,2.1341665145282396
642,5,senior,1,0.7844846147307548,1.5386276452022338
642,5,senior,3,0.7844846147307548,1.5386276452022338
642,5,senior,5,0.7844846147307548,1.5386276452022338
154,6,senior,1,0.7645105503883233,1.6341327510940005
154,6,senior,3,0.7645105503883233,1.6341327510940005
154,6,senior,5,0.7645105503883233,1.6341327510940005
308,6,senior,1,0.7314128435368248,2.0643001808103305
308,6,senior,3,0.7314128435368248,2.0643001808103305
308,6,senior,5,0.7314128435368248,2.0643001808103305
263,6,senior,1,0.8414114845092312,2.234370831048281
263,6,senior,3,0.8414114845092312,2.234370831048281
263,6,senior,5,0.8414114845092312,2.234370831048281
667,6,senior,1,0.7768530243987372,2.0945326510629987
667,6,senior,3,0.7768530243987372,2.0945326510629987
667,6,senior,5,0.7768530243987372,2.0945326510629987
426,6,senior,1,0.7283424092737645,1.7595160058486405
426,6,senior,3,0.7283424092737645,1.7595160058486405
426,6,senior,5,0.7283424092737645,1.7595160058486405
771,6,senior,1,0.8246827423821576,1.6583411500919631
771,6,senior,3,0.8246827423821576,1.6583411500919631
771,6,senior,5,0.8246827423821576,1.6583411500919631
483,6,senior,1,0.7446421591598774,2.149937026680977
483,6,senior,3,0.7446421591598774,2.149937026680977
483,6,senior,5,0.7446421591598774,2.149937026680977
1154,6,senior,1,0.792435038988374,1.7013133970139782
1154,6,senior,3,0.792435038988374,1.7013133970139782
1154,6,senior,5,0.792435038988374,1.7013133970139782
778,6,senior,1,0.8295674620879201,1.4231369154080291
778,6,senior,3,0.8295674620879201,1.4231369154080291
778,6,senior,5,0.8295674620879201,1.4231369154080291
30,6,senior,1,0.7902304824411488,1.6045226104294956
30,6,senior,3,0.7902304824411488,1.6045226104294956
30,6,senior,5,0.7902304824411488,1.6045226104294956
198,6,senior,1,0.7605330747140163,1.677973669583793
198,6,senior,3,0.7605330747140163,1.677973669583793
198,6,senior,5,0.7605330747140163,1.677973669583793
1054,6,senior,1,0.7892195210715989,1.7980978539202503
1054,6,senior,3,0.7892195210715989,1.7980978539202503
1054,6,senior,5,0.7892195210715989,1.7980978539202503
352,6,senior,1,0.7635769189159829,1.6995983717847603
352,6,senior,3,0.7635769189159829,1.6995983717847603
352,6,senior,5,0.7635769189159829,1.6995983717847603
812,6,senior,1,0.8826808634246143,1.886271661111398
812,6,senior,3,0.8826808634246143,1.886271661111398
812,6,senior,5,0.8826808634246143,1.886271661111398
159,6,senior,1,0.8498059107455564,1.8377695528665645
159,6,senior,3,0.8498059107455564,1.8377695528665645
159,6,senior,5,0.8498059107455564,1.8377695528665645
668,6,senior,1,0.8078880719646885,1.424640080208565
668,6,senior,3,0.8078880719646885,1.424640080208565
668,6,senior,5,0.8078880719646885,1.424640080208565
52,6,senior,1,0.726153753623405,1.503710553877812
52,6,senior,3,0.726153753623405,1.503710553877812
52,6,senior,5,0.726153753623405,1.503710553877812
879,6,senior,1,0.8595949667206787,1.6003697199860603
879,6,senior,3,0.8595949667206787,1.6003697199860603
879,6,senior,5,0.8595949667206787,1.6003697199860603
54,6,senior,1,0.8121502361027201,2.0565042737408046
54,6,senior,3,0.8121502361027201,2.0565042737408046
54,6,senior,5,0.8121502361027201,2.0565042737408046
1045,6,senior,1,0.7901859674306032,1.3861708488297186
1045,6,senior,3,0.7901859674306032,1.3861708488297186
1045,6,senior,5,0.7901859674306032,1.3861708488297186
240,7,senior,1,0.80877681147893,1.8814590024034685
240,7,senior,3,0.80877681147893,1.8814590024034685
240,7,senior,5,0.80877681147893,1.8814590024034685
554,7,senior,1,0.7554841075990064,1.3021757324601988
554,7,senior,3,0.7554841075990064,1.3021757324601988
554,7,senior,5,0.7554841075990064,1.3021757324601988
65,7,senior,1,0.8268145454758595,1.7826990036798465
65,7,senior,3,0.8268145454758595,1.7826990036798465
65,7,senior,5,0.8268145454758595,1.7826990036798465
695,7,senior,1,0.7918938012260072,1.2070454883030144
695,7,senior,3,0.7918938012260072,1.2070454883030144
695,7,senior,5,0.7918938012260072,1.2070454883030144
821,7,senior,1,0.8424805994258107,1.8386231678673173
821,7,senior,3,0.8424805994258107,1.8386231678673173
821,7,senior,5,0.8424805994258107,1.8386231678673173
620,7,senior,1,0.8291285659404403,1.9870715477441079
620,7,senior,3,0.8291285659404403,1.9870715477441079
620,7,senior,5,0.8291285659404403,1.9870715477441079
